intron	logef	control	epileptic	deltapsi
chr1:8677977:8679073:clu_1105_NA	-0.053476850911734	0.203531903372156	0.186742365596537	-0.0167895377756193
chr1:8677980:8679073:clu_1105_NA	0.053476850911734	0.796468096627844	0.813257634403463	0.0167895377756193
chr1:9203260:9249319:clu_1106_NA	-0.210399555441242	0.0757050898013584	0.0510289630647957	-0.0246761267365627
chr1:9203260:9298133:clu_1106_NA	0.210399555441242	0.924294910198642	0.948971036935204	0.0246761267365626
chr1:9548151:9549907:clu_1107_NA	0.0426159836808156	0.949903988357852	0.953807811190901	0.00390382283304913
chr1:9548616:9549907:clu_1107_NA	-0.0426159836808156	0.0500960116421485	0.0461921888090992	-0.0039038228330493
chr1:9549944:9551717:clu_1108_NA	0.103220530254194	0.398152948416908	0.403029332269551	0.00487638385264266
chr1:9549944:9552923:clu_1108_NA	-0.252414883216139	0.116697126933967	0.0827744655200562	-0.0339226614139109
chr1:9551757:9552923:clu_1108_NA	0.149194352961945	0.485149924649124	0.514196202210393	0.0290462775612682
chr1:9942149:9942323:clu_1109_NA	-0.0313410873426151	0.161178574516379	0.15288284318135	-0.00829573133502873
chr1:9942155:9942323:clu_1109_NA	0.031341087342615	0.838821425483621	0.84711715681865	0.0082957313350287
chr1:10035163:10037662:clu_1110_NA	-0.0791333795355292	0.0535106961236234	0.046437507085496	-0.00707318903812733
chr1:10035163:10037670:clu_1110_NA	0.0713801250107305	0.926632315111382	0.934766032586846	0.00813371747546399
chr1:10035163:10037919:clu_1110_NA	0.00775325452479882	0.0198569887649948	0.0187964603276581	-0.00106052843733671
chr1:10058823:10059824:clu_1112_NA	0.16846360864808	0.51922760567711	0.567578728163143	0.0483511224860333
chr1:10058823:10064333:clu_1112_NA	-0.192919640380143	0.122408620993991	0.0932252572659576	-0.0291833637280332
chr1:10059847:10064333:clu_1112_NA	0.0244560317320635	0.358363773328899	0.339196014570899	-0.0191677587580001
chr1:10138996:10140467:clu_1114_NA	-0.536126431006326	0.502619392820546	0.448166607555485	-0.0544527852650608
chr1:10138996:10141559:clu_1114_NA	0.87099040158097	0.00370902977588368	0.0135071477035468	0.00979811792766311
chr1:10140584:10141559:clu_1114_NA	-0.334863970574644	0.493671577403571	0.538326244740968	0.0446546673373978
chr1:10144804:10147403:clu_1115_NA	0.26447297894331	0.0170024792348621	0.0285176067162851	0.011515127481423
chr1:10144857:10147403:clu_1115_NA	-0.26447297894331	0.982997520765138	0.971482393283715	-0.0115151274814228
chr1:11182034:11184389:clu_1116_NA	-0.0871693178618759	0.0323081070660525	0.0272802189104489	-0.00502788815560365
chr1:11182034:11184446:clu_1116_NA	0.0871693178618759	0.967691892933947	0.972719781089551	0.00502788815560362
chr1:11518709:11545154:clu_1117_NA	0.0128462555876756	0.57132964824352	0.571562500321545	0.000232852078024481
chr1:11518709:11562963:clu_1117_NA	-0.0323251288834237	0.0641477232419991	0.0613395420847692	-0.0028081811572299
chr1:11545282:11562963:clu_1117_NA	0.0194788732957481	0.364522628514481	0.367097957593686	0.00257532907920544
chr1:11588546:11596151:clu_1118_NA	0.0458617001731389	0.92218273134268	0.92851530050787	0.00633256916519054
chr1:11588571:11596151:clu_1118_NA	-0.0458617001731389	0.0778172686573201	0.0714846994921295	-0.00633256916519051
chr1:11748091:11798481:clu_1119_NA	0.08452295635451	0.264018932874518	0.298146929115502	0.0341279962409833
chr1:11748100:11798481:clu_1119_NA	-0.08452295635451	0.735981067125482	0.701853070884498	-0.0341279962409833
chr1:12692684:12728594:clu_1120_NA	-0.422225288203239	0.431310471900078	0.361057896927758	-0.0702525749723197
chr1:12692684:12786079:clu_1120_NA	-0.70961369643088	0.128230759195359	0.0805318839857561	-0.0476988752096032
chr1:12718783:12728594:clu_1120_NA	1.31712679524966	0.0245898466223418	0.117201636906664	0.0926117902843225
chr1:12728688:12786079:clu_1120_NA	-0.185287810615541	0.415868922282221	0.441208582179821	0.0253396598976003
chr1:12848454:12850760:clu_1121_NA	0.129714139027723	0.537924865591426	0.554272039283293	0.0163471736918667
chr1:12848454:12858812:clu_1121_NA	-0.302530883123999	0.126191967658352	0.0843939734727863	-0.0417979941855662
chr1:12850793:12858812:clu_1121_NA	0.172816744096276	0.335883166750222	0.361333987243921	0.0254508204936995
chr1:13162288:13164896:clu_1122_NA	-0.13075206803238	0.45503972381487	0.442575176865101	-0.012464546949769
chr1:13162288:13166896:clu_1122_NA	0.278421804153815	0.0714189235071692	0.104581049338136	0.033162125830967
chr1:13165102:13166896:clu_1122_NA	-0.147669736121435	0.473541352677961	0.452843773796762	-0.0206975788811981
chr1:13571907:13572004:clu_1124_NA	0.267480228758096	0.524755933621494	0.51121007095796	-0.0135458626635334
chr1:13571907:13576368:clu_1124_NA	-0.609027907550408	0.0151955181248368	0.0061616199704621	-0.00903389815437474
chr1:13572074:13576368:clu_1124_NA	0.341547678792313	0.460048548253669	0.482628309071577	0.0225797608179082
chr1:13579566:13579690:clu_1125_NA	-0.124011513061868	0.490331899970691	0.461480308588593	-0.0288515913820982
chr1:13579566:13581023:clu_1125_NA	0.176162391991228	0.0890696979859045	0.113176660796866	0.0241069628109618
chr1:13579811:13581023:clu_1125_NA	-0.0521508789293598	0.420598402043404	0.425343030614541	0.00474462857113633
chr1:14270827:14274065:clu_1126_NA	0.140355770592898	0.239537398958124	0.294317597511389	0.0547801985532651
chr1:14270842:14274065:clu_1126_NA	-0.140355770592898	0.760462601041876	0.705682402488611	-0.0547801985532651
chr1:14274143:14274534:clu_1127_NA	-0.279049541555495	0.312285741163964	0.229217546667589	-0.0830681944963744
chr1:14274207:14274534:clu_1127_NA	0.17962969417183	0.377391744551261	0.43821774703398	0.0608260024827189
chr1:14274210:14274534:clu_1127_NA	0.0994198473836654	0.310322514284775	0.33256470629843	0.0222421920136556
chr1:14283198:14302770:clu_1128_NA	-0.16586224038015	0.515780775017131	0.482804560440469	-0.0329762145766627
chr1:14283198:14304425:clu_1128_NA	0.283202837348298	0.0855240339233308	0.125435618519448	0.0399115845961177
chr1:14302897:14304425:clu_1128_NA	-0.117340596968147	0.398695191059538	0.391759821040083	-0.00693537001945516
chr1:15831566:15833401:clu_1129_NA	0.250914963867648	0.362227959098281	0.427886501757436	0.0656585426591551
chr1:15831566:15838182:clu_1129_NA	-0.331868154645766	0.188407071307464	0.124263712257395	-0.0641433590500689
chr1:15833489:15838182:clu_1129_NA	0.0809531907781182	0.449364969594255	0.447849785985169	-0.0015151836090862
chr1:16440458:16463035:clu_1130_NA	-0.285274712757039	0.993369491859956	0.988328576852761	-0.00504091500719461
chr1:16460419:16463035:clu_1130_NA	0.285274712757039	0.00663050814004419	0.0116714231472387	0.00504091500719454
chr1:16463194:16486020:clu_1131_NA	0.100189743918953	0.271415273684926	0.251349299306935	-0.0200659743779909
chr1:16463194:16491241:clu_1131_NA	-0.126625738102008	0.0141730799171738	0.0104617158255482	-0.00371136409162555
chr1:16463194:16509342:clu_1131_NA	0.258190929326067	0.481946086392982	0.52271010531586	0.0407640189228777
chr1:16486150:16491241:clu_1131_NA	0.314955083936106	0.0125868014634933	0.0144487467582853	0.00186194529479198
chr1:16486150:16509342:clu_1131_NA	0.124592167069958	0.187897567542613	0.178304535712404	-0.00959303183020885
chr1:16486165:16509342:clu_1131_NA	-0.676137949317194	0.0100960012818737	0.00430167860050822	-0.00579432268136548
chr1:16491394:16509342:clu_1131_NA	0.00483576316811792	0.0218851897169376	0.0184239184804586	-0.00346127123647904
chr1:16509408:16516882:clu_1132_NA	-0.245127613269457	0.0268336086397933	0.0227712763983887	-0.00406233224140458
chr1:16509408:16519173:clu_1132_NA	-0.0992267091242587	0.933643417420048	0.916755006878744	-0.0168884105413039
chr1:16509408:16520001:clu_1132_NA	0.344354322393716	0.0395229739401587	0.0604737167228671	0.0209507427827084
chr1:16571282:16581927:clu_1133_NA	-0.0111842563410359	0.337533474835612	0.346510959326795	0.00897748449118219
chr1:16571282:16585276:clu_1133_NA	-0.134606646101908	0.00197994837056055	0.00179660385551579	-0.000183344515044756
chr1:16571282:16597951:clu_1133_NA	-0.0335190814255722	0.00217881002946873	0.00218735664049024	8.5466110215089e-06
chr1:16582002:16585276:clu_1133_NA	0.0210217245338127	0.233355748311911	0.247403311114435	0.0140475628025235
chr1:16585352:16597951:clu_1133_NA	0.108861131663727	0.0211415026881414	0.0244720880614723	0.0033305853733309
chr1:16585431:16597951:clu_1133_NA	-0.0918771634642952	0.134212723297615	0.127101105760601	-0.0071116175370137
chr1:16585431:16602262:clu_1133_NA	0.259386556031838	0.00430138220690451	0.00578782737433846	0.00148644516743395
chr1:16598053:16602262:clu_1133_NA	-0.118082264896566	0.265296410259786	0.244740747866353	-0.0205556623934335
chr1:16602353:16619237:clu_1134_NA	-0.214861105212939	0.989026826263139	0.983234850435813	-0.00579197582732649
chr1:16602353:16619241:clu_1134_NA	0.214861105212939	0.0109731737368608	0.0167651495641872	0.0057919758273264
chr1:16645829:16646988:clu_1135_NA	0.201935284814377	0.00722843226098617	0.0107865744773116	0.00355814221632546
chr1:16645829:16647955:clu_1135_NA	-0.201935284814377	0.992771567739014	0.989213425522688	-0.00355814221632544
chr1:16648007:16656296:clu_1136_NA	0.0107879963160873	0.243751550838598	0.220264608338178	-0.02348694250042
chr1:16648007:16656822:clu_1136_NA	0.199393053519918	0.522182232141423	0.569809334728208	0.0476271025867843
chr1:16648007:16656912:clu_1136_NA	-0.244905241104092	0.0311947225802336	0.0218289225189164	-0.00936580006131726
chr1:16648007:16656992:clu_1136_NA	0.0800362715992609	0.129499381073491	0.125412022093401	-0.00408735898008927
chr1:16656459:16656822:clu_1136_NA	-0.0453120803311745	0.073372113366254	0.0626851123212963	-0.0106870010449577
chr1:16665505:16667665:clu_1137_NA	-0.0474733534484173	0.0787945827269626	0.0721725828243759	-0.00662199990258669
chr1:16665505:16667668:clu_1137_NA	0.0474733534484173	0.921205417273037	0.927827417175624	0.00662199990258672
chr1:20890686:20932060:clu_1140_NA	0.26617624456993	0.936812482595712	0.961901196214994	0.0250887136192824
chr1:20890984:20932060:clu_1140_NA	-0.26617624456993	0.0631875174042881	0.0380988037850057	-0.0250887136192824
chr1:21166551:21225558:clu_1141_NA	0.0711176142155964	0.0198373621105137	0.0228003264468778	0.00296296433636412
chr1:21218889:21225558:clu_1141_NA	-0.0711176142155964	0.980162637889486	0.977199673553122	-0.00296296433636423
chr1:21226679:21229408:clu_1142_NA	-0.306249524758801	0.258153063042565	0.2383072471401	-0.0198458159024648
chr1:21226679:21229591:clu_1142_NA	-0.230044173479365	0.722109094609285	0.719379977164337	-0.00272911744494875
chr1:21226679:21249751:clu_1142_NA	0.536293698238166	0.0197378423481501	0.0423127756955638	0.0225749333474137
chr1:22346501:22373344:clu_1143_NA	-0.0316189857716137	0.159560910915369	0.151262050294946	-0.00829886062042262
chr1:22346528:22373344:clu_1143_NA	0.0316189857716138	0.840439089084631	0.848737949705054	0.00829886062042251
chr1:22379540:22390537:clu_1144_NA	0.23009650710419	0.0134019572296398	0.0210687826444932	0.00766682541485347
chr1:22379540:22397451:clu_1144_NA	-0.23009650710419	0.98659804277036	0.978931217355507	-0.00766682541485342
chr1:22397563:22398599:clu_1145_NA	0.133433644699146	0.0468882061077557	0.0556913318701878	0.00880312576243215
chr1:22397563:22404444:clu_1145_NA	-0.0914270242576071	0.0966258393877216	0.0916561305713425	-0.00496970881637915
chr1:22397563:22421741:clu_1145_NA	-0.0645252191238352	0.105715356247587	0.103012427689108	-0.00270292855847891
chr1:22397563:22427462:clu_1145_NA	-0.252234702728232	0.082369462223956	0.0665267920777387	-0.0158426701462173
chr1:22398781:22404444:clu_1145_NA	-0.0231426354889479	0.0461804938526409	0.0469010262067405	0.000720532354099579
chr1:22404515:22412211:clu_1145_NA	0.560401442993462	0.00476922608580222	0.00868163766587737	0.00391241158007515
chr1:22404515:22421741:clu_1145_NA	-0.0508297608881751	0.115866335216582	0.114460773720889	-0.0014055614956925
chr1:22412294:22421741:clu_1145_NA	-0.0726704763730333	0.00522260985994877	0.00504779476259193	-0.000174815097356844
chr1:22421830:22425871:clu_1145_NA	-0.052360997725604	0.227437831807089	0.224335035817884	-0.0031027959892051
chr1:22421830:22427462:clu_1145_NA	-0.105419080919223	0.0090979948027854	0.00851015069546032	-0.000587844107325073
chr1:22425933:22427462:clu_1145_NA	0.0187748098120481	0.259826644408131	0.275176898922179	0.0153502545140479
chr1:22486652:22509252:clu_1146_NA	0.491173092526436	0.0141429390048537	0.036899857716235	0.0227569187113813
chr1:22486652:22533399:clu_1146_NA	-0.491173092526436	0.985857060995146	0.963100142283765	-0.0227569187113813
chr1:22538623:22571548:clu_1147_NA	-0.0529498556575474	0.048795369756311	0.0441084328380825	-0.00468693691822843
chr1:22538623:22594093:clu_1147_NA	0.0529498556575474	0.951204630243689	0.955891567161917	0.0046869369182283
chr1:22596581:22630412:clu_1148_NA	0.251628596588107	0.0197619065560265	0.0322710302023067	0.0125091236462802
chr1:22596584:22630412:clu_1148_NA	-0.251628596588107	0.980238093443974	0.967728969797693	-0.0125091236462802
chr1:23370448:23375730:clu_1149_NA	0.129855109726472	0.992203207126944	0.993975785047136	0.00177257792019225
chr1:23372291:23375730:clu_1149_NA	-0.129855109726472	0.00779679287305641	0.00602421495286418	-0.00177257792019222
chr1:23378804:23378972:clu_1150_NA	-0.0606101053166586	0.690176887418881	0.663677581466111	-0.0264993059527706
chr1:23378807:23378972:clu_1150_NA	0.0606101053166586	0.309823112581119	0.336322418533889	0.0264993059527706
chr1:23866297:23871438:clu_1151_NA	-0.168947441381299	0.516644532089466	0.497714952629895	-0.0189295794595705
chr1:23866297:23876374:clu_1151_NA	0.310348598197493	0.0417937193683988	0.0650212775425789	0.0232275581741801
chr1:23871518:23876374:clu_1151_NA	-0.141401156816194	0.441561748542135	0.437263769827526	-0.00429797871460957
chr1:24029940:24030742:clu_1152_NA	0.152036021839537	0.158436814764593	0.165472513418509	0.00703569865391665
chr1:24030528:24030742:clu_1152_NA	0.417202635777575	0.22887423671869	0.311621251266828	0.082747014548138
chr1:24030528:24032663:clu_1152_NA	-0.629894678557795	0.128552317412278	0.0614273079162783	-0.0671250094959999
chr1:24030896:24032663:clu_1152_NA	0.0606560209406827	0.484136631104439	0.461478927398384	-0.0226577037060547
chr1:24046407:24049130:clu_1153_NA	0.084421896500321	0.159135881878796	0.183219380866022	0.0240834989872253
chr1:24046407:24053183:clu_1153_NA	-0.182997905906772	0.576258729637146	0.507787340041168	-0.0684713895959782
chr1:24049207:24053183:clu_1153_NA	0.0985760094064512	0.264605388484057	0.30899327909281	0.0443878906087529
chr1:24678816:24685397:clu_1155_NA	0.144219120444623	0.868618967437215	0.898187051295426	0.0295680838582113
chr1:24679034:24685397:clu_1155_NA	-0.144219120444623	0.131381032562785	0.101812948704574	-0.0295680838582113
chr1:24711600:24714909:clu_1156_NA	0.0377216258597887	0.935305863102245	0.939723664428544	0.0044178013262991
chr1:24711600:24714912:clu_1156_NA	-0.0377216258597887	0.064694136897755	0.060276335571456	-0.00441780132629904
chr1:25068356:25074685:clu_1157_NA	0.0107377305002959	0.498239722302345	0.510398765475984	0.0121590431736391
chr1:25068356:25084244:clu_1157_NA	-0.100721904776329	0.00602348579340711	0.00551966667729931	-0.000503819116107793
chr1:25074786:25084244:clu_1157_NA	0.132274667744988	0.0133563852398685	0.0154505172981886	0.00209413205832006
chr1:25074789:25084244:clu_1157_NA	-0.0422904934689548	0.482380406664379	0.468631050548528	-0.0137493561158514
chr1:25111863:25112177:clu_1158_NA	0.0343265903261707	0.406129767223749	0.421406742906416	0.0152769756826664
chr1:25111863:25117289:clu_1158_NA	-0.00503454900402111	0.0152848903783326	0.0152477113189969	-3.71790593357221e-05
chr1:25112275:25117289:clu_1158_NA	-0.0292920413221495	0.578585342397918	0.563345545774587	-0.015239796623331
chr1:30824519:30829843:clu_1160_NA	-0.120480732497984	0.317461369164113	0.301236875286342	-0.0162244938777712
chr1:30824519:30837105:clu_1160_NA	0.330750359460875	0.0238900977888319	0.035596094398036	0.011705996609204
chr1:30824519:30862987:clu_1160_NA	-0.137683371824399	0.0434197782525776	0.0404980245108129	-0.00292175374176464
chr1:30824519:30873578:clu_1160_NA	0.181545489256498	0.0326566208476049	0.0419137785574316	0.00925715770982664
chr1:30831559:30837105:clu_1160_NA	0.000522331954824255	0.227999800088067	0.244175833273538	0.0161760331854706
chr1:30831559:30862987:clu_1160_NA	-0.361805203780127	0.0720984355333531	0.0537448931613493	-0.0183535423720039
chr1:30831559:30873578:clu_1160_NA	0.318332591156023	0.0325855713133029	0.0479531116870326	0.0153675403737297
chr1:30837266:30862987:clu_1160_NA	-0.0846471170662183	0.141507312939076	0.139174117075734	-0.00233319586334194
chr1:30837266:30873578:clu_1160_NA	0.182063799664415	0.0210878023913543	0.0270795842997913	0.00599178190843698
chr1:30863255:30873578:clu_1160_NA	-0.308598146323908	0.0872932116817187	0.0686276877499323	-0.0186655239317864
chr1:32244027:32310798:clu_1161_NA	0.0638128797348146	0.0624071990591444	0.0703052818709739	0.00789808281182956
chr1:32244027:32333466:clu_1161_NA	-0.0638128797348146	0.937592800940856	0.929694718129026	-0.00789808281182958
chr1:33721699:33723786:clu_1162_NA	0.19518840488409	0.881725582137132	0.916770108596757	0.0350445264596251
chr1:33721712:33723786:clu_1162_NA	-0.19518840488409	0.118274417862868	0.0832298914032433	-0.0350445264596249
chr1:33747016:33748217:clu_1163_NA	-0.2045381028678	0.544590106729029	0.520599463174029	-0.0239906435550006
chr1:33747016:33757579:clu_1163_NA	0.348699295841986	0.0262171136907859	0.0435799567890473	0.0173628430982614
chr1:33748326:33757579:clu_1163_NA	-0.144161192974186	0.429192779580185	0.435820580036924	0.00662780045673927
chr1:33762209:33764514:clu_1164_NA	0.0554372786117813	0.0749888636461725	0.0910798847025706	0.0160910210563981
chr1:33762209:33765844:clu_1164_NA	-0.188766398651699	0.845211298400987	0.804145588993169	-0.0410657094078186
chr1:33764569:33765844:clu_1164_NA	0.133329120039918	0.0797998379528402	0.104774526304261	0.0249746883514205
chr1:33786532:33805339:clu_1165_NA	0.277232273236416	0.173343880279259	0.267440613212037	0.094096732932778
chr1:33803613:33805339:clu_1165_NA	-0.277232273236416	0.82665611972074	0.732559386787963	-0.094096732932778
chr1:33864743:33878260:clu_1166_NA	-0.00671152703414788	0.990640743894099	0.990515466713206	-0.000125277180893502
chr1:33873911:33878260:clu_1166_NA	0.00671152703414783	0.00935925610590088	0.00948453328679441	0.000125277180893535
chr1:33883648:33907566:clu_1167_NA	-0.0892901602480916	0.980745257731834	0.977066926987743	-0.00367833074409019
chr1:33883648:33907763:clu_1167_NA	0.0892901602480916	0.0192547422681664	0.0229330730122565	0.00367833074409016
chr1:34186951:34197201:clu_1170_NA	-0.32272989563088	0.954196238472225	0.916141758786123	-0.0380544796861019
chr1:34196061:34197201:clu_1170_NA	0.322729895630881	0.0458037615277754	0.0838582412138772	0.0380544796861018
chr1:34249638:34249804:clu_1171_NA	0.223219646591002	0.136034529131724	0.197469650886233	0.0614351217545084
chr1:34249638:34250610:clu_1171_NA	-0.223219646591002	0.863965470868276	0.802530349113767	-0.0614351217545085
chr1:34299838:34301861:clu_1172_NA	-0.0122705265790613	0.428939176907574	0.441013596265454	0.0120744193578798
chr1:34299838:34302830:clu_1172_NA	0.135351106161317	0.123199767780341	0.146817361323994	0.0236175935436524
chr1:34301932:34302830:clu_1172_NA	-0.123080579582256	0.447861055312085	0.412169042410553	-0.0356920129015323
chr1:34303032:34303421:clu_1173_NA	0.0164844777650724	0.1425469041925	0.152328392652719	0.00978148846021928
chr1:34303032:34306528:clu_1173_NA	-0.106533063212278	0.675045233591063	0.637866957444205	-0.0371782761468585
chr1:34303531:34306528:clu_1173_NA	0.0900485854472057	0.182407862216437	0.209804649903077	0.0273967876866393
chr1:34442993:34443378:clu_1174_NA	0.0757546650472512	0.941367241622722	0.949191605987703	0.00782436436498046
chr1:34443104:34443378:clu_1174_NA	-0.0757546650472512	0.0586327583772778	0.0508083940122973	-0.00782436436498055
chr1:34579195:34586663:clu_1175_NA	0.157299869347742	0.0999902954066545	0.132075308385733	0.0320850129790788
chr1:34579766:34586663:clu_1175_NA	-0.157299869347742	0.900009704593346	0.867924691614267	-0.0320850129790788
chr1:34725159:34732109:clu_1176_NA	-0.0131122425223476	0.473325522903087	0.435488229396175	-0.0378372935069125
chr1:34725159:34745318:clu_1176_NA	-0.196341360221511	0.106560015166042	0.0816272897009112	-0.0249327254651307
chr1:34732408:34745318:clu_1176_NA	0.209453602743859	0.420114461930871	0.482884480902914	0.0627700189720432
chr1:34745444:34793226:clu_1177_NA	0.427582535987093	0.216535169368695	0.393933376033367	0.177398206664672
chr1:34751023:34793226:clu_1177_NA	-0.427582535987093	0.783464830631305	0.606066623966633	-0.177398206664672
chr1:34793362:34804914:clu_1178_NA	-0.00225887909064388	0.292808022393976	0.291968482252868	-0.000839540141107542
chr1:34802001:34804914:clu_1178_NA	0.0018123217714877	0.700229447677474	0.701070142703711	0.000840695026236737
chr1:34803790:34804914:clu_1178_NA	0.000446557319156184	0.00696252992855021	0.00696137504342094	-1.15488512926996e-06
chr1:34819963:34828767:clu_1179_NA	0.459203064091406	0.00345123170723188	0.00637435716681503	0.00292312545958315
chr1:34820009:34824020:clu_1179_NA	-0.171959442519625	0.273050181628478	0.268283740226063	-0.004766441402415
chr1:34820009:34828767:clu_1179_NA	-0.161209117811157	0.532541992865891	0.528901195213273	-0.00364079765261782
chr1:34824055:34828767:clu_1179_NA	-0.126034503760624	0.190956593798399	0.196440707393849	0.0054841135954494
chr1:34807270:34807642:clu_1180_NA	0.263060774621341	0.00643188843253148	0.0108367860878483	0.00440489765531682
chr1:34807291:34807642:clu_1180_NA	-0.263060774621341	0.993568111567468	0.989163213912152	-0.00440489765531682
chr1:34809828:34810063:clu_1181_NA	-0.19448147840886	0.00642163453395905	0.00533044941920454	-0.00109118511475451
chr1:34809828:34810311:clu_1181_NA	-0.00824153542110893	0.988944330104229	0.988947109841872	2.77973764306605e-06
chr1:34809828:34810344:clu_1181_NA	0.202723013829969	0.00463403536181166	0.00572244073892306	0.0010884053771114
chr1:34810409:34811086:clu_1182_NA	-0.0772638083642389	0.0087129780283483	0.00768487189658739	-0.0010281061317609
chr1:34810532:34811086:clu_1182_NA	0.0263212615230324	0.0655618024373137	0.0641368051441681	-0.00142499729314563
chr1:34810554:34811086:clu_1182_NA	0.0509425468412066	0.925725219534338	0.928178322959245	0.00245310342490657
chr1:34819769:34819867:clu_1183_NA	-0.138121112946083	0.909835645873882	0.884462768062018	-0.0253728778118635
chr1:34819790:34819867:clu_1183_NA	0.138121112946083	0.0901643541261185	0.115537231937982	0.0253728778118635
chr1:34850063:34852225:clu_1184_NA	-0.18401936330913	0.0366013263466465	0.0256970484602703	-0.0109042778863762
chr1:34850063:34861873:clu_1184_NA	0.191987376801763	0.905016891247746	0.925423997966977	0.0204071067192316
chr1:34852336:34861873:clu_1184_NA	-0.00796801349263281	0.0583817824056077	0.0488789535727525	-0.00950282883285521
